step,monitor_result,risk_score,rgb_blur,rgb_left_blur,rgb_right_blur,rgb_occluded,rgb_left_occluded,rgb_right_occluded
37,-2.77,0.35224465834246826,False,False,False,False,False,False
38,-2.77,0.35224465834246826,False,False,False,False,False,False
39,-2.77,0.35224465834246826,False,False,False,False,False,False
40,-2.77,0.35224465834246826,False,False,False,False,False,False
41,-2.77,0.35224465834246826,False,False,False,False,False,False
42,-2.77,0.35224465834246826,False,False,False,False,False,False
43,-2.77,0.35224465834246826,False,False,False,False,False,False
44,-2.77,0.35224465834246826,False,False,False,False,False,False
45,-2.77,0.35224465834246826,False,False,False,False,False,False
46,-2.77,0.35224465834246826,False,False,False,False,False,False
47,-2.77,0.35224465834246826,False,False,False,False,False,False
48,-2.77,0.35224465834246826,False,False,False,False,False,False
49,-2.77,0.35224465834246826,False,False,False,False,False,False
50,-2.77,0.35224465834246826,False,False,False,False,False,False
51,-2.77,0.35224465834246826,False,False,False,False,False,False
52,-2.77,0.35224465834246826,False,False,False,False,False,False
53,-2.77,0.35224465834246826,False,False,False,False,False,False
54,-2.77,0.35224465834246826,False,False,False,False,False,False
55,-2.77,0.35224465834246826,False,False,False,False,False,False
56,-2.77,0.35224465834246826,False,False,False,False,False,False
57,-2.77,0.35224465834246826,False,False,False,False,False,False
58,-2.77,0.35224465834246826,False,False,False,False,False,False
59,-2.77,0.35224465834246826,False,False,False,False,False,False
60,-2.77,0.35224465834246826,False,False,False,False,False,False
61,-2.77,0.35224465834246826,False,False,False,False,False,False
62,-2.77,0.35224465834246826,False,False,False,False,False,False
63,-2.77,0.35224465834246826,False,False,False,False,False,False
64,-2.77,0.35224465834246826,False,False,False,False,False,False
65,-2.77,0.35224465834246826,False,False,False,False,False,False
66,-2.77,0.35224465834246826,False,False,False,False,False,False
67,-2.77,0.35224465834246826,False,False,False,False,False,False
68,-2.77,0.35224465834246826,False,False,False,False,False,False
69,-2.77,0.35224465834246826,False,False,False,False,False,False
70,-2.77,0.35224465834246826,False,False,False,False,False,False
71,-2.77,0.35224465834246826,False,False,False,False,False,False
72,-2.77,0.35224465834246826,False,False,False,False,False,False
73,-2.77,0.35224465834246826,False,False,False,False,False,False
74,-2.77,0.35224465834246826,False,False,False,False,False,False
75,-2.77,0.35224465834246826,False,False,False,False,False,False
76,-2.77,0.35224465834246826,False,False,False,False,False,False
77,-2.77,0.35224465834246826,False,False,False,False,False,False
78,-2.77,0.35224465834246826,False,False,False,False,False,False
79,-2.77,0.35224465834246826,False,False,False,False,False,False
80,-2.77,0.35224465834246826,False,False,False,False,False,False
81,-2.77,0.35224465834246826,False,False,False,False,False,False
82,-2.77,0.35224465834246826,False,False,False,False,False,False
83,-2.77,0.35224465834246826,False,False,False,False,False,False
84,-2.77,0.35224465834246826,False,False,False,False,False,False
85,-2.77,0.35224465834246826,False,False,False,False,False,False
86,-2.77,0.35224465834246826,False,False,False,False,False,False
87,-2.77,0.35224465834246826,False,False,False,False,False,False
88,-2.77,0.35224465834246826,False,False,False,False,False,False
89,-2.77,0.35224465834246826,False,False,False,False,False,False
90,-2.77,0.35224465834246826,False,False,False,False,False,False
91,-2.77,0.35224465834246826,False,False,False,False,False,False
92,-2.77,0.35224465834246826,False,False,False,False,False,False
93,-2.77,0.35224465834246826,False,False,False,False,False,False
94,-2.77,0.35224465834246826,False,False,False,False,False,False
95,-2.77,0.35224465834246826,False,False,False,False,False,False
96,-2.77,0.35224465834246826,False,False,False,False,False,False
97,-2.77,0.35224465834246826,False,False,False,False,False,False
98,-2.77,0.35224465834246826,False,False,False,False,False,False
99,-2.77,0.35224465834246826,False,False,False,False,False,False
100,-2.77,0.35224465834246826,False,False,False,False,False,False
101,-2.77,0.35224465834246826,False,False,False,False,False,False
102,-2.77,0.35224465834246826,False,False,False,False,False,False
103,-2.77,0.35224465834246826,False,False,False,False,False,False
104,-2.77,0.35224465834246826,False,False,False,False,False,False
105,-2.77,0.35224465834246826,False,False,False,False,False,False
106,-2.77,0.35224465834246826,False,False,False,False,False,False
107,-2.77,0.35224465834246826,False,False,False,False,False,False
108,-2.77,0.35224465834246826,False,False,False,False,False,False
109,-2.77,0.35224465834246826,False,False,False,False,False,False
110,-2.77,0.35224465834246826,False,False,False,False,False,False
111,-2.77,0.35224465834246826,False,False,False,False,False,False
112,-2.77,0.35224465834246826,False,False,False,False,False,False
113,-2.77,0.35224465834246826,False,False,False,False,False,False
114,-2.77,0.35224465834246826,False,False,False,False,False,False
115,-2.77,0.35224465834246826,False,False,False,False,False,False
116,-2.77,0.35224465834246826,False,False,False,False,False,False
117,-2.77,0.35224465834246826,False,False,False,False,False,False
118,-2.77,0.35224465834246826,False,False,False,False,False,False
119,-2.77,0.35224465834246826,False,False,False,False,False,False
120,-2.77,0.35224465834246826,False,False,False,False,False,False
121,-2.77,0.35224465834246826,False,False,False,False,False,False
122,-2.77,0.35224465834246826,False,False,False,False,False,False
123,-2.64,0.5907103584432942,False,False,False,True,False,True
124,-2.5,0.5932125706373711,False,False,False,True,False,True
125,-2.33,0.5962556423915795,False,False,False,True,False,True
126,-2.13,0.5998421650367485,False,False,False,True,False,True
127,-1.93,0.603435500654709,False,False,False,True,False,True
128,-1.68,0.6079365127922508,False,False,False,True,False,True
129,-1.38,0.6133510231251488,False,False,False,True,False,True
130,-1.03,0.619685603946168,False,False,False,True,False,True
131,-0.62,0.6271291806360226,False,False,False,True,False,True
132,-0.16,0.6355084755084525,False,False,False,True,False,True
133,0.31,0.6440984517819455,False,False,False,True,False,True
134,0.9,0.6549190975341815,False,False,False,True,False,True
135,1.65,0.6687279297740694,False,False,False,True,False,True
136,2.42,0.6829587154808541,False,False,False,True,False,True
137,3.25,0.6983479236619061,False,False,False,True,False,True
138,3.15,0.6964914841420077,False,False,False,True,False,True
139,3.14,0.6963058721768326,False,False,False,True,False,True
140,3.11,0.6957490718016783,False,False,False,True,False,True
141,3.15,0.6964914841420077,False,False,False,True,False,True
142,3.17,0.6968627256985066,False,False,False,True,False,True
143,3.24,0.6981622538742009,False,False,False,True,False,True
144,3.25,0.6983479236619061,False,False,False,True,False,True
145,3.24,0.6981622538742009,False,False,False,True,False,True
146,3.18,0.6970483552451414,False,False,False,True,False,True
147,3.2,0.6974196317634387,False,False,False,True,False,True
148,3.38,0.7007621377502296,False,False,False,True,False,True
149,3.47,0.7024340511448383,False,False,False,True,False,True
150,3.44,0.701876699374324,False,False,False,True,False,True
151,3.56,0.7041063830244155,False,False,False,True,False,True
152,3.67,0.7061508886626954,False,False,False,True,False,True
153,3.79,0.7083819084226133,False,False,False,True,False,True
154,3.84,0.7093116912427965,False,False,False,True,False,True
155,3.94,0.7111715791977288,False,False,False,True,False,True
156,3.91,0.7106135686330044,False,False,False,True,False,True
157,4.2,0.7160091549996012,False,False,False,True,False,True
158,4.26,0.7171258713296218,False,False,False,True,False,True
159,4.5,0.7215939074395438,False,False,False,True,False,True
160,4.65,0.7243872820580162,False,False,False,True,False,True
161,4.75,0.7262498497184138,False,False,False,True,False,True
162,5.26,0.7357520078757651,False,False,False,True,False,True
163,5.39,0.7381747130471455,False,False,False,True,False,True
164,5.73,0.7445115526943279,False,False,False,True,False,True
165,5.85,0.7467481454495248,False,False,False,True,False,True
166,5.93,0.748239192292094,False,False,False,True,False,True
167,5.79,0.7456298505376037,False,False,False,True,False,True
168,5.81,0.7460026160762415,False,False,False,True,False,True
169,5.77,0.7452570846732597,False,False,False,True,False,True
170,5.61,0.7422749678393145,False,False,False,True,False,True
171,5.52,0.7405975579941829,False,False,False,True,False,True
172,5.4,0.7383610814087417,False,False,False,True,False,True
173,5.42,0.7387338205223448,False,False,False,True,False,True
174,5.16,0.7338885149594921,False,False,False,True,False,True
175,5.33,0.7370565210410012,False,False,False,True,False,True
176,5.62,0.7424613486510209,False,False,False,True,False,True
177,5.62,0.7424613486510209,False,False,False,True,False,True
178,5.66,0.7432068747179297,False,False,False,True,False,True
179,5.36,0.7376156130156685,False,False,False,True,False,True
180,5.34,0.7372428840995124,False,False,False,True,False,True
181,5.35,0.7374292480986365,False,False,False,True,False,True
182,5.58,0.7417158274596658,False,False,False,True,False,True
183,5.64,0.7428341111658869,False,False,False,True,False,True
184,5.93,0.748239192292094,False,False,False,True,False,True
185,6.37,0.7564391812225179,False,False,False,True,False,True
186,6.44,0.7577435252660315,False,False,False,True,False,True
187,6.69,0.762401219489956,False,False,False,True,False,True
188,6.93,0.7668713613549488,False,False,False,True,False,True
189,7.11,0.770222976410247,False,False,False,True,False,True
190,7.19,0.7717122711231287,False,False,False,True,False,True
191,7.25,0.7728291060365183,False,False,False,True,False,True
192,7.25,0.7728291060365183,False,False,False,True,False,True
193,7.56,0.7785973667529227,False,False,False,True,False,True
194,8.12,0.7890070282101883,False,False,False,True,False,True
195,8.62,0.7982873126341415,False,False,False,True,False,True
196,9.11,0.807366326443037,False,False,False,True,False,True
197,9.63,0.8169813069407801,False,False,False,True,False,True
198,10.33,0.8298868574014671,False,False,False,True,False,True
199,10.85,0.8394418385307323,False,False,False,True,False,True
200,11.21,0.846039053603131,False,False,False,True,False,True
201,12.0,0.8604599575864094,False,False,False,True,False,True
202,12.62,0.8717180654532091,False,False,False,True,False,True
203,13.15,0.8812963714055952,False,False,False,True,False,True
204,13.93,0.89530979701457,False,False,False,True,False,True
205,14.48,0.9051272493660166,False,False,False,True,False,True
206,14.95,0.913472149709042,False,False,False,True,False,True
207,15.44,0.9221262309176678,False,False,False,True,False,True
208,15.95,0.9310814875311779,False,False,False,True,False,True
209,16.53,0.9411984322207446,False,False,False,True,False,True
210,16.87,0.9470943918348441,False,False,False,True,False,True
211,17.06,0.950377720378949,False,False,False,True,False,True
212,17.06,0.950377720378949,False,False,False,True,False,True
213,16.83,0.9464021090114317,False,False,False,True,False,True
214,16.63,0.9429352435926103,False,False,False,True,False,True
215,16.58,0.9420671177141734,False,False,False,True,False,True
216,16.08,0.933355429929438,False,False,False,True,False,True
217,15.53,0.9237104937026874,False,False,False,True,False,True
218,15.64,0.9256445515929469,False,False,False,True,False,True
219,15.57,0.924414076617486,False,False,False,True,False,True
220,15.03,0.914888318049164,False,False,False,True,False,True
221,14.49,0.9053052360568692,False,False,False,True,False,True
222,12.1,0.6970830090477754,False,False,False,False,False,False
223,9.79,0.6437697402538797,False,False,False,False,False,False
224,7.48,0.5898499499252969,False,False,False,False,False,False
225,5.52,0.5438803394321017,False,False,False,False,False,False
226,3.8,0.5035535957566771,False,False,False,False,False,False
227,2.38,0.47037835846070025,False,False,False,False,False,False
228,1.16,0.44202656714849115,False,False,False,False,False,False
229,0.15,0.41869824202416717,False,False,False,False,False,False
230,-0.66,0.400103219393733,False,False,False,False,False,False
231,-1.2,0.3877703526776532,False,False,False,False,False,False
232,-1.65,0.3775353931374063,False,False,False,False,False,False
233,-2.09,0.3675675232972438,False,False,False,False,False,False
234,-2.41,0.36034400031813735,False,False,False,False,False,False
235,-2.61,0.35584075363840134,False,False,False,False,False,False
236,-2.77,0.35224465834246826,False,False,False,False,False,False
237,-2.77,0.35224465834246826,False,False,False,False,False,False
238,-2.77,0.35224465834246826,False,False,False,False,False,False
239,-2.77,0.35224465834246826,False,False,False,False,False,False
240,-2.77,0.35224465834246826,False,False,False,False,False,False
241,-2.77,0.35224465834246826,False,False,False,False,False,False
242,-2.77,0.35224465834246826,False,False,False,False,False,False
243,-2.77,0.35224465834246826,False,False,False,False,False,False
244,-2.77,0.35224465834246826,False,False,False,False,False,False
245,-2.77,0.35224465834246826,False,False,False,False,False,False
246,-2.77,0.35224465834246826,False,False,False,False,False,False
247,-2.77,0.35224465834246826,False,False,False,False,False,False
248,-2.77,0.35224465834246826,False,False,False,False,False,False
249,-2.77,0.35224465834246826,False,False,False,False,False,False
250,-2.77,0.35224465834246826,False,False,False,False,False,False
251,-2.77,0.35224465834246826,False,False,False,False,False,False
252,-2.77,0.35224465834246826,False,False,False,False,False,False
253,-2.77,0.35224465834246826,False,False,False,False,False,False
254,-2.77,0.35224465834246826,False,False,False,False,False,False
255,-2.77,0.35224465834246826,False,False,False,False,False,False
256,-2.77,0.35224465834246826,False,False,False,False,False,False
257,-2.77,0.35224465834246826,False,False,False,False,False,False
258,-2.77,0.35224465834246826,False,False,False,False,False,False
259,-2.77,0.35224465834246826,False,False,False,False,False,False
260,-2.77,0.35224465834246826,False,False,False,False,False,False
261,-2.77,0.35224465834246826,False,False,False,False,False,False
262,-2.77,0.35224465834246826,False,False,False,False,False,False
263,-2.77,0.35224465834246826,False,False,False,False,False,False
264,-2.77,0.35224465834246826,False,False,False,False,False,False
265,-2.77,0.35224465834246826,False,False,False,False,False,False
266,-2.77,0.35224465834246826,False,False,False,False,False,False
267,-2.77,0.35224465834246826,False,False,False,False,False,False
268,-2.77,0.35224465834246826,False,False,False,False,False,False
269,-2.77,0.35224465834246826,False,False,False,False,False,False
270,-2.77,0.35224465834246826,False,False,False,False,False,False
271,-2.77,0.35224465834246826,False,False,False,False,False,False
272,-2.77,0.35224465834246826,False,False,False,False,False,False
273,-2.77,0.35224465834246826,False,False,False,False,False,False
274,-2.77,0.35224465834246826,False,False,False,False,False,False
275,-2.77,0.35224465834246826,False,False,False,False,False,False
276,-2.77,0.35224465834246826,False,False,False,False,False,False
277,-2.77,0.35224465834246826,False,False,False,False,False,False
278,-2.77,0.35224465834246826,False,False,False,False,False,False
279,-2.77,0.35224465834246826,False,False,False,False,False,False
280,-2.77,0.35224465834246826,False,False,False,False,False,False
281,-2.77,0.35224465834246826,False,False,False,False,False,False
282,-2.77,0.35224465834246826,False,False,False,False,False,False
283,-2.77,0.35224465834246826,False,False,False,False,False,False
284,-2.77,0.35224465834246826,False,False,False,False,False,False
285,-2.77,0.35224465834246826,False,False,False,False,False,False
286,-2.77,0.35224465834246826,False,False,False,False,False,False
287,-2.77,0.35224465834246826,False,False,False,False,False,False
288,-2.77,0.35224465834246826,False,False,False,False,False,False
289,-2.77,0.35224465834246826,False,False,False,False,False,False
290,-2.77,0.35224465834246826,False,False,False,False,False,False
291,-2.77,0.35224465834246826,False,False,False,False,False,False
292,-2.77,0.35224465834246826,False,False,False,False,False,False
293,-2.77,0.35224465834246826,False,False,False,False,False,False
294,-2.77,0.35224465834246826,False,False,False,False,False,False
295,-2.77,0.35224465834246826,False,False,False,False,False,False
296,-2.77,0.35224465834246826,False,False,False,False,False,False
297,-2.77,0.35224465834246826,False,False,False,False,False,False
298,-2.77,0.35224465834246826,False,False,False,False,False,False
299,-2.77,0.35224465834246826,False,False,False,False,False,False
300,-2.77,0.35224465834246826,False,False,False,False,False,False
301,-2.77,0.35224465834246826,False,False,False,False,False,False
302,-2.77,0.35224465834246826,False,False,False,False,False,False
303,-2.77,0.35224465834246826,False,False,False,False,False,False
304,-2.77,0.35224465834246826,False,False,False,False,False,False
305,-2.77,0.35224465834246826,False,False,False,False,False,False
306,-2.77,0.35224465834246826,False,False,False,False,False,False
307,-2.77,0.35224465834246826,False,False,False,False,False,False
308,-2.77,0.35224465834246826,False,False,False,False,False,False
309,-2.77,0.35224465834246826,False,False,False,False,False,False
310,-2.77,0.35224465834246826,False,False,False,False,False,False
311,-2.77,0.35224465834246826,False,False,False,False,False,False
312,-2.77,0.35224465834246826,False,False,False,False,False,False
313,-2.77,0.35224465834246826,False,False,False,False,False,False
314,-2.77,0.35224465834246826,False,False,False,False,False,False
315,-2.77,0.35224465834246826,False,False,False,False,False,False
316,-2.77,0.35224465834246826,False,False,False,False,False,False
317,-2.77,0.35224465834246826,False,False,False,False,False,False
318,-2.77,0.35224465834246826,False,False,False,False,False,False
319,-2.77,0.35224465834246826,False,False,False,False,False,False
320,-2.77,0.35224465834246826,False,False,False,False,False,False
321,-2.77,0.35224465834246826,False,False,False,False,False,False
322,-2.77,0.35224465834246826,False,False,False,False,False,False
323,-2.77,0.35224465834246826,False,False,False,False,False,False
324,-2.77,0.35224465834246826,False,False,False,False,False,False
325,-2.77,0.35224465834246826,False,False,False,False,False,False
326,-2.77,0.35224465834246826,False,False,False,False,False,False
327,-2.77,0.35224465834246826,False,False,False,False,False,False
328,-2.77,0.35224465834246826,False,False,False,False,False,False
329,-2.77,0.35224465834246826,False,False,False,False,False,False
330,-2.77,0.35224465834246826,False,False,False,False,False,False
331,-2.77,0.35224465834246826,False,False,False,False,False,False
332,-2.77,0.35224465834246826,False,False,False,False,False,False
333,-2.77,0.35224465834246826,False,False,False,False,False,False
334,-2.77,0.35224465834246826,False,False,False,False,False,False
335,-2.77,0.35224465834246826,False,False,False,False,False,False
336,-2.77,0.35224465834246826,False,False,False,False,False,False
337,-2.77,0.35224465834246826,False,False,False,False,False,False
338,-2.77,0.35224465834246826,False,False,False,False,False,False
339,-2.77,0.35224465834246826,False,False,False,False,False,False
340,-2.77,0.35224465834246826,False,False,False,False,False,False
341,-2.77,0.35224465834246826,False,False,False,False,False,False
342,-2.77,0.35224465834246826,False,False,False,False,False,False
343,-2.77,0.35224465834246826,False,False,False,False,False,False
344,-2.77,0.35224465834246826,False,False,False,False,False,False
345,-2.77,0.35224465834246826,False,False,False,False,False,False
346,-2.77,0.35224465834246826,False,False,False,False,False,False
347,-2.77,0.35224465834246826,False,False,False,False,False,False
348,-2.77,0.35224465834246826,False,False,False,False,False,False
349,-2.77,0.35224465834246826,False,False,False,False,False,False
350,-2.77,0.35224465834246826,False,False,False,False,False,False
351,-2.77,0.35224465834246826,False,False,False,False,False,False
352,-2.77,0.35224465834246826,False,False,False,False,False,False
353,-2.77,0.35224465834246826,False,False,False,False,False,False
354,-2.77,0.35224465834246826,False,False,False,False,False,False
355,-2.77,0.35224465834246826,False,False,False,False,False,False
356,-2.77,0.35224465834246826,False,False,False,False,False,False
357,-2.77,0.35224465834246826,False,False,False,False,False,False
358,-2.77,0.35224465834246826,False,False,False,False,False,False
359,-2.77,0.35224465834246826,False,False,False,False,False,False
360,-2.77,0.35224465834246826,False,False,False,False,False,False
361,-2.77,0.35224465834246826,False,False,False,False,False,False
362,-2.77,0.35224465834246826,False,False,False,False,False,False
363,-2.77,0.35224465834246826,False,False,False,False,False,False
364,-2.77,0.35224465834246826,False,False,False,False,False,False
365,-2.77,0.35224465834246826,False,False,False,False,False,False
366,-2.77,0.35224465834246826,False,False,False,False,False,False
367,-2.77,0.35224465834246826,False,False,False,False,False,False
368,-2.77,0.35224465834246826,False,False,False,False,False,False
369,-2.77,0.35224465834246826,False,False,False,False,False,False
370,-2.77,0.35224465834246826,False,False,False,False,False,False
371,-2.77,0.35224465834246826,False,False,False,False,False,False
372,-2.77,0.35224465834246826,False,False,False,False,False,False
373,-2.77,0.35224465834246826,False,False,False,False,False,False
374,-2.77,0.35224465834246826,False,False,False,False,False,False
375,-2.77,0.35224465834246826,False,False,False,False,False,False
376,-2.77,0.35224465834246826,False,False,False,False,False,False
377,-2.77,0.35224465834246826,False,False,False,False,False,False
378,-2.77,0.35224465834246826,False,False,False,False,False,False
379,-2.77,0.35224465834246826,False,False,False,False,False,False
380,-2.77,0.35224465834246826,False,False,False,False,False,False
381,-2.77,0.35224465834246826,False,False,False,False,False,False
382,-2.77,0.35224465834246826,False,False,False,False,False,False
383,-2.77,0.35224465834246826,False,False,False,False,False,False
384,-2.77,0.35224465834246826,False,False,False,False,False,False
385,-2.77,0.35224465834246826,False,False,False,False,False,False
386,-2.77,0.35224465834246826,False,False,False,False,False,False
387,-2.77,0.35224465834246826,False,False,False,False,False,False
388,-2.77,0.35224465834246826,False,False,False,False,False,False
389,-2.77,0.35224465834246826,False,False,False,False,False,False
390,-2.77,0.35224465834246826,False,False,False,False,False,False
391,-2.77,0.35224465834246826,False,False,False,False,False,False
392,-2.77,0.35224465834246826,False,False,False,False,False,False
393,-2.77,0.35224465834246826,False,False,False,False,False,False
394,-2.77,0.35224465834246826,False,False,False,False,False,False
395,-2.77,0.35224465834246826,False,False,False,False,False,False
396,-2.77,0.35224465834246826,False,False,False,False,False,False
397,-2.77,0.35224465834246826,False,False,False,False,False,False
398,-2.77,0.35224465834246826,False,False,False,False,False,False
399,-2.77,0.35224465834246826,False,False,False,False,False,False
400,-2.77,0.35224465834246826,False,False,False,False,False,False
401,-2.77,0.35224465834246826,False,False,False,False,False,False
402,-2.77,0.35224465834246826,False,False,False,False,False,False
403,-2.77,0.35224465834246826,False,False,False,False,False,False
404,-2.77,0.35224465834246826,False,False,False,False,False,False
405,-2.77,0.35224465834246826,False,False,False,False,False,False
406,-2.77,0.35224465834246826,False,False,False,False,False,False
407,-2.77,0.35224465834246826,False,False,False,False,False,False
408,-2.77,0.35224465834246826,False,False,False,False,False,False
409,-2.77,0.35224465834246826,False,False,False,False,False,False
410,-2.77,0.35224465834246826,False,False,False,False,False,False
411,-2.77,0.35224465834246826,False,False,False,False,False,False
412,-2.77,0.35224465834246826,False,False,False,False,False,False
413,-2.77,0.35224465834246826,False,False,False,False,False,False
414,-2.77,0.35224465834246826,False,False,False,False,False,False
415,-2.77,0.35224465834246826,False,False,False,False,False,False
416,-2.77,0.35224465834246826,False,False,False,False,False,False
417,-2.77,0.35224465834246826,False,False,False,False,False,False
418,-2.77,0.35224465834246826,False,False,False,False,False,False
419,-2.77,0.35224465834246826,False,False,False,False,False,False
420,-2.77,0.35224465834246826,False,False,False,False,False,False
421,-2.77,0.35224465834246826,False,False,False,False,False,False
422,-2.77,0.35224465834246826,False,False,False,False,False,False
423,-2.77,0.35224465834246826,False,False,False,False,False,False
424,-2.77,0.35224465834246826,False,False,False,False,False,False
425,-2.77,0.35224465834246826,False,False,False,False,False,False
426,-2.77,0.35224465834246826,False,False,False,False,False,False
427,-2.77,0.35224465834246826,False,False,False,False,False,False
428,-2.77,0.35224465834246826,False,False,False,False,False,False
429,-2.77,0.35224465834246826,False,False,False,False,False,False
430,-2.77,0.35224465834246826,False,False,False,False,False,False
431,-2.77,0.35224465834246826,False,False,False,False,False,False
432,-2.77,0.35224465834246826,False,False,False,False,False,False
433,-2.77,0.35224465834246826,False,False,False,False,False,False
434,-2.77,0.35224465834246826,False,False,False,False,False,False
435,-2.77,0.35224465834246826,False,False,False,False,False,False
436,-2.77,0.35224465834246826,False,False,False,False,False,False
437,-2.77,0.35224465834246826,False,False,False,False,False,False
438,-2.77,0.35224465834246826,False,False,False,False,False,False
439,-2.77,0.35224465834246826,False,False,False,False,False,False
440,-2.77,0.35224465834246826,False,False,False,False,False,False
441,-2.77,0.35224465834246826,False,False,False,False,False,False
442,-2.77,0.35224465834246826,False,False,False,False,False,False
443,-2.77,0.35224465834246826,False,False,False,False,False,False
444,-2.77,0.35224465834246826,False,False,False,False,False,False
445,-2.77,0.35224465834246826,False,False,False,False,False,False
446,-2.77,0.35224465834246826,False,False,False,False,False,False
447,-2.77,0.35224465834246826,False,False,False,False,False,False
448,-2.77,0.35224465834246826,False,False,False,False,False,False
449,-2.77,0.35224465834246826,False,False,False,False,False,False
450,-2.77,0.35224465834246826,False,False,False,False,False,False
451,-2.77,0.35224465834246826,False,False,False,False,False,False
452,-2.77,0.35224465834246826,False,False,False,False,False,False
453,-2.77,0.35224465834246826,False,False,False,False,False,False
454,-2.77,0.35224465834246826,False,False,False,False,False,False
455,-2.77,0.35224465834246826,False,False,False,False,False,False
456,-2.77,0.35224465834246826,False,False,False,False,False,False
457,-2.77,0.35224465834246826,False,False,False,False,False,False
458,-2.77,0.35224465834246826,False,False,False,False,False,False
459,-2.77,0.35224465834246826,False,False,False,False,False,False
460,-2.77,0.35224465834246826,False,False,False,False,False,False
461,-2.77,0.35224465834246826,False,False,False,False,False,False
462,-2.77,0.35224465834246826,False,False,False,False,False,False
463,-2.77,0.35224465834246826,False,False,False,False,False,False
464,-2.77,0.35224465834246826,False,False,False,False,False,False
465,-2.77,0.35224465834246826,False,False,False,False,False,False
466,-2.77,0.35224465834246826,False,False,False,False,False,False
467,-2.77,0.35224465834246826,False,False,False,False,False,False
468,-2.77,0.35224465834246826,False,False,False,False,False,False
469,-2.77,0.35224465834246826,False,False,False,False,False,False
470,-2.77,0.35224465834246826,False,False,False,False,False,False
471,-2.77,0.35224465834246826,False,False,False,False,False,False
472,-2.77,0.35224465834246826,False,False,False,False,False,False
473,-2.77,0.35224465834246826,False,False,False,False,False,False
474,-2.77,0.35224465834246826,False,False,False,False,False,False
475,-2.77,0.35224465834246826,False,False,False,False,False,False
476,-2.77,0.35224465834246826,False,False,False,False,False,False
477,-2.77,0.35224465834246826,False,False,False,False,False,False
478,-2.77,0.35224465834246826,False,False,False,False,False,False
479,-2.77,0.35224465834246826,False,False,False,False,False,False
480,-2.77,0.35224465834246826,False,False,False,False,False,False
481,-2.77,0.35224465834246826,False,False,False,False,False,False
482,-2.77,0.35224465834246826,False,False,False,False,False,False
483,-2.77,0.35224465834246826,False,False,False,False,False,False
484,-2.77,0.35224465834246826,False,False,False,False,False,False
485,-2.77,0.35224465834246826,False,False,False,False,False,False
486,-2.77,0.35224465834246826,False,False,False,False,False,False
487,-2.77,0.35224465834246826,False,False,False,False,False,False
488,-2.77,0.35224465834246826,False,False,False,False,False,False
489,-2.77,0.35224465834246826,False,False,False,False,False,False
490,-2.77,0.35224465834246826,False,False,False,False,False,False
491,-2.77,0.35224465834246826,False,False,False,False,False,False
492,-2.77,0.35224465834246826,False,False,False,False,False,False
493,-2.77,0.35224465834246826,False,False,False,False,False,False
494,-2.77,0.35224465834246826,False,False,False,False,False,False
495,-2.77,0.35224465834246826,False,False,False,False,False,False
496,-2.77,0.35224465834246826,False,False,False,False,False,False
497,-2.77,0.35224465834246826,False,False,False,False,False,False
498,-2.77,0.35224465834246826,False,False,False,False,False,False
